Key,KeyConfidence,Value,ValueConfidence
Function,43.343162536621094,,
Polygalacturonase (PG),51.71787643432617,,
B-Tubulin 1,37.47599411010742,,
Category,43.303714752197266,,
UDP-glucose-6-dehydrogenase (UDGH),39.17182159423828,,
